,X,Y,value
732,13.0,13.0,10.414143227435398
733,13.0,14.0,10.38545168729144
734,13.0,15.0,10.45724706056086
735,13.0,16.0,10.490961160310896
736,13.0,17.0,10.473383511255518
737,13.0,18.0,10.503230236323834
738,13.0,19.0,10.48302808916215
739,13.0,20.0,10.503232269480554
740,13.0,21.0,10.454441444535641
741,13.0,22.0,10.503230236323834
742,13.0,23.0,9.5
743,13.0,24.0,10.446079895287658
744,13.0,25.0,10.503242244595818
745,13.0,26.0,9.5
746,13.0,27.0,9.5
747,13.0,28.0,9.5
748,13.0,29.0,9.5
749,13.0,30.0,9.5
750,13.0,31.0,9.5
751,13.0,32.0,9.5
752,13.0,33.0,9.5
753,13.0,34.0,9.5
754,13.0,35.0,9.5
755,13.0,36.0,9.5
756,13.0,37.0,9.5
757,13.0,38.0,9.5
758,13.0,39.0,9.5
759,13.0,40.0,9.5
760,13.0,41.0,9.5
761,13.0,42.0,9.5
762,13.0,43.0,9.5
763,13.0,44.0,9.5
764,13.0,45.0,9.5
765,13.0,46.0,9.5
766,13.0,47.0,9.5
767,13.0,48.0,9.5
768,13.0,49.0,9.5
769,13.0,50.0,9.5
770,13.0,51.0,9.5
771,13.0,52.0,9.5
772,13.0,53.0,9.5
773,13.0,54.0,9.5
774,13.0,55.0,9.5
775,13.0,56.0,9.5
776,13.0,57.0,9.5
777,13.0,58.0,9.5
778,13.0,59.0,9.5
779,13.0,60.0,9.5
780,14.0,1.0,9.5
781,14.0,2.0,9.5
782,14.0,3.0,9.5
783,14.0,4.0,9.5
784,14.0,5.0,9.5
785,14.0,6.0,9.5
786,14.0,7.0,9.5
787,14.0,8.0,9.5
788,14.0,9.0,9.5
789,14.0,10.0,9.5
790,14.0,11.0,9.5
791,14.0,12.0,9.5
792,14.0,13.0,9.5
793,14.0,14.0,10.40273142576581
794,14.0,15.0,10.435410769974622
795,14.0,16.0,10.483631819962271
796,14.0,17.0,10.475086022426906
797,14.0,18.0,10.487244504100348
798,14.0,19.0,10.480241356416226
799,14.0,20.0,10.441356584581465
800,14.0,21.0,10.50325685186648
801,14.0,22.0,10.47148242341672
802,14.0,23.0,10.503230236323834
803,14.0,24.0,9.5
804,14.0,25.0,9.5
805,14.0,26.0,9.5
806,14.0,27.0,9.5
807,14.0,28.0,9.5
808,14.0,29.0,9.5
809,14.0,30.0,9.5
810,14.0,31.0,9.5
811,14.0,32.0,9.5
812,14.0,33.0,9.5
813,14.0,34.0,9.5
814,14.0,35.0,9.5
815,14.0,36.0,9.5
816,14.0,37.0,9.5
817,14.0,38.0,9.5
818,14.0,39.0,9.5
819,14.0,40.0,9.5
820,14.0,41.0,9.5
821,14.0,42.0,9.5
822,14.0,43.0,9.5
823,14.0,44.0,9.5
824,14.0,45.0,9.5
825,14.0,46.0,9.5
826,14.0,47.0,9.5
827,14.0,48.0,9.5
828,14.0,49.0,9.5
829,14.0,50.0,9.5
830,14.0,51.0,9.5
831,14.0,52.0,9.5
832,14.0,53.0,9.5
833,14.0,54.0,9.5
834,14.0,55.0,9.5
835,14.0,56.0,9.5
836,14.0,57.0,9.5
837,14.0,58.0,9.5
838,14.0,59.0,9.5
839,14.0,60.0,9.5
840,15.0,1.0,9.5
841,15.0,2.0,9.5
